address,roomtype,availability,description,female,male,rent,locality,image,promoted
#6128 | Wave Avenue,1 room 1 room,Available Now,"Located just minutes from Savin Hill Beach and Park, this apartment is perfect for anyone who loves outdoor space! 
 Features: 
   Eat in kitchen...",,,"$1,095/month|$1,095/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206901265.jpg,
#2230 | Mount Hood Road,1 room 1 room,Available Now,"Spacious, and extremely affordable room available just minutes away from Boston College and Boston University! 
 Features: 
   Spacious and large...",,,$970/month|$970/month,Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206903458.jpg,
#2647 | Sydney Street,2 rooms 2 rooms,Available Now,"Located in Dorchester, this four bed apartment has in unit laundry and spacious living areas Current roommates would prefer female roommates 
...",,,"$1,095- $1,245/month|$1,095- $1,245/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206903455.jpg,
#3593 | Maryland Street,2 rooms 2 rooms,Available Now,"Quiet apartment in a convenient Dorchester location! 
 Features: 
 Luminous & spacious bedrooms. 
 Hardwood floors throughout the unit. 
 Nice...",,,"$995- $1,195/month|$995- $1,195/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206909408.jpg,
#7072 | Falcon Street,5 rooms 5 rooms,Available Now,"Newly renovated, huge apartment in the quickly growing Eagle Hill neighborhood! 
 Features: 
 Ample rooms with lots of natural light 
 Separate...",,,"$1,095- $1,345/month|$1,095- $1,345/month",Boston (02128)|Boston (02128),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206918181.jpg,
#6850 | Saint Stephen Street,1 room 1 room,Available Now,"This apartment is in an unbeatable location and is within walking distance to the Prudential Center, Berklee and NEU 
 Features: 
   Kitchen...",,,"$1,645/month|$1,645/month",Boston (02115)|Boston (02115),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206918180.jpg,
#2019 | Montrose Street,5 rooms 5 rooms,Available Now,"Huge house in Fort Hill, just finished renovations! 
 Features: 
 Recently refurbished unit 
 Luminous & ample rooms  
 Hardwood floors 
  
  
  
...",,,"$995- $1,495/month|$995- $1,495/month",Boston (02119)|Boston (02119),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206922163.jpg,
#3696 | Harvest Street,4 rooms 4 rooms,Available Now,"Giant home in a convenient Dorchester location! PLEASE NOTE: current 3D scan only shows the 1st level, with rooms A through D. 3 more rooms are...",,,"$995- $1,295/month|$995- $1,295/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206922162.jpg,
#6602 | Rindge Avenue,1 room 1 room,Available Now,"Right by Davis Square and two separate red line stops, this apartment is perfect for anyone looking for an easy commute. 
 Features: 
   Kitchen...",,,"$1,145/month|$1,145/month",Cambridge (02140)|Cambridge (02140),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206932740.jpg,
#6900 | Washington Street,1 room 1 room,Available Now,"Looking to make Oak Square your new home? This Brighton unit is super affordable, and not to mention, some bedrooms feature snazzy built-in...",,,"$1,095/month|$1,095/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206932741.jpg,
#8570 | Pratt Street,3 rooms 3 rooms,Available Now,"Super close to BU, this apartment, with it's 5 beds and 3 baths, is perfect for a group of students! 
 Features: 
   Large, multi-level apartment...",,,"$1,145- $1,445/month|$1,145- $1,445/month",Boston (02134)|Boston (02134),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206940665.jpg,
#1058 | 7th Street,1 room 1 room,Available Now,"4 Bed 1 Bath with a short walk to Lechmere. Relax on the private balcony and enjoy the weather! 
 Features: 
   Cozy private deck 
   Modern...",,,"$1,295/month|$1,295/month",Cambridge (02141)|Cambridge (02141),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896030.jpg,
#3285 | Mark Street,3 rooms 3 rooms,Available Now,"Beautiful unit with five bedrooms and one bathroom. Just blocks from Whole Foods and Stop & Shop! 
 Features: 
   Fully furnished 
   Gorgeous...",,,"$985- $1,085/month|$985- $1,085/month",Boston (02130)|Boston (02130),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896029.jpg,
#8648 | Upland Road,3 rooms 3 rooms,Available Now,"Located blocks away from Porter Square, this unit is surrounded by nature with all the access you need to the city. 
 Features: 
   Tons of space...",,,"$1,095- $1,345/month|$1,095- $1,345/month",Cambridge (02140)|Cambridge (02140),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206895914.jpg,
#3944 | Hillside Street,3 rooms 3 rooms,Available Now,"A perfect location for students, as this apartment is close to both BU and Northeastern. Also great for commuters, with easy access to the Green...",,,"$1,495- $1,545/month|$1,495- $1,545/month",Boston (02120)|Boston (02120),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896038.jpg,
#5435 | Eliot Avenue,1 room 1 room,Available Now,"Located on the boarder of Chestnut Hill, this beautiful apartment is great for students or commuters! 
 Features: 
   Fully furnished 
  ...",,,"$1,145/month|$1,145/month",Chestnut Hill (02467)|Chestnut Hill (02467),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206895909.jpg,
#2508 | Calumet Street,2 rooms 2 rooms,Available Now,"A perfect apartment for a large group! With six bedrooms, this will fit you and all of your friends! 
 Features: 
   Large living room and kitchen...",,,"$1,195- $1,395/month|$1,195- $1,395/month",Boston (02120)|Boston (02120),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206895912.jpg,
#9546 | Sunset Street,3 rooms 3 rooms,Available Now,"This spacious apartment in Mission features a beautiful kitchen and in-unit laundry! Not to mention a large deck, perfect for relaxing! 
...",,,"$1,345- $1,545/month|$1,345- $1,545/month",Boston (02120)|Boston (02120),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206895924.jpg,
#7594 | Cambridge Street,3 rooms 3 rooms,Available Now,"Beautiful, cozy furnished 3 Bed 1 Bath unit with a nice shared deck and real hardwood floors in Inman Sq., Cambridge. 
 Features: 
   Shared...",,,"$1,445- $1,545/month|$1,445- $1,545/month",Cambridge (02139)|Cambridge (02139),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206895916.jpg,
#8701 | Hamilton Street,1 room 1 room,Available Now,"Best deal you can find period. Extremely affordable 4 Bed 1 Bath with new wood floors and new appliances! 
 Features: 
   Beautiful wood floors...",,,$995/month|$995/month,Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896039.jpg,
#9307 | 7th Street,2 rooms 2 rooms,Available Now,"3 Bed 1 Bath with a short walk to Lechmere. Relax on the private balcony and enjoy the weather! 
 Features: 
   Cozy private deck 
   Modern...",,,"$1,195- $1,295/month|$1,195- $1,295/month",Cambridge (02141)|Cambridge (02141),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206895919.jpg,
#6534 | Hemenway Street,2 rooms 2 rooms,Available Now,"Probably one of the best locations in Boston! Located within walking distance to Berklee and Northeastern as well as the Prudential Center, Copley...",,,"$1,795- $1,895/month|$1,795- $1,895/month",Boston (02115)|Boston (02115),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896037.jpg,
#3786 | Sudan Street,4 rooms 4 rooms,Available Now,"Spacious bedrooms and a modern kitchen makes this Dorchester apartment one of the best we have! 
 Features: 
   Modern kitchen with stainless...",,,"$945- $1,195/month|$945- $1,195/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896151.jpg,
#2591 | Roseclair Street,1 room 1 room,Available Now,"Charming little apartment located right in Dorchester, which means you get plenty of easy access to stores and public transit 
 Features: 
  ...",,,"$1,045/month|$1,045/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896168.jpg,
#1303 | Alleghany Street,3 rooms 3 rooms,Available Now,"An easy walk to WIT, Longwood, and plenty of local spots. A hop and a skip from the Green E Line. 
 Features: 
   2 floors 
   Very large living...",,,"$1,295- $1,595/month|$1,295- $1,595/month",Boston (02120)|Boston (02120),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896043.jpg,
#4690 | Sudan Street,2 rooms 2 rooms,Available Now,"Spacious bedrooms and a brand new kitchen and bathroom makes this apartment a great value! Easy Red Line access. 
 Features: 
   Beautiful wood...",,,$895- $995/month|$895- $995/month,Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896150.jpg,
#7369 | Roseclair Street,3 rooms 3 rooms,Available Now,"This Dorchester apartment features an enclosed porch and a huge backyard, making outdoor hangouts a breeze! 
 Features: 
   Good sized eat in...",,,"$995- $1,195/month|$995- $1,195/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896033.jpg,
#9383 | Buttonwood Street,4 Bed • 1 Bath,Available Now,"Located right off of Dorchester Ave, this apartment gives you easy access to public transport and shopping!",0,1,$995.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcm9LIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5a812e05b14bc980631efed1bacdd596059dba11/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_56c999ff79dd43f5a0a889892dcb2739~mv2.jpeg,Promotion
#2739 | East Cottage Street,4 Bed • 2 Bath,Available Now,"This is a really great, modern unit in Dorchester! Features in unit laundry as well as easy access to the red line!",0,3,"$1,070.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcnNMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--81667ac5578bde0e12da74cfd3faa8a1aad1ad5d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_d32c4c83a00046e4baa73504d98be6c4~mv2.jpeg,
#8393 | Sumner Street,7 Bed • 3 Bath,Available Now,"This apartment features a gorgeous kitchen and beautiful bedrooms, all while being in the heart of Dorchester.",1,4,$945.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbm9EIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dc74c02563accfc97ee36ec89e31f009d40870f1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_f38648d311914e9b83bec0e95be9c71a~mv2.jpeg,Promotion
#3492 | Locust Street,5 Bed • 2 Bath,Available Now,This three level apartment gives you a ton of space in Dorchester. Easy access to grocery stores and the T too!,1,3,$695.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGdHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a534cca81517badaec20c85926a16dda5b035f3e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_1b71acd14e94421a929b650fe20a2172~mv2.jpeg,
#1097 | Hesston Terrace,4 Bed • 1 Bath,Available Now,"Affordable Dorchester 4 Bed 1.5 bath with great access to the Red Line. Easy commute to UMass, or Downtown Boston!",1,2,$895.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdllSIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--41271f52f7aa5e642ace4e5a9967ce0cd2c40a73/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/719134_58d85bb8c8654893a04101eacf959e92~mv2.jpg,
#7286 | Tremont Street,4 Bed • 1 Bath,Available Now,"If you're looking for quieter living, this Brighton/Newton apartment features beautiful bedrooms and a sunroom!",0,3,$895.00,Brighton,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa01IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--11385dab99327c4e5ce44766ccf0ce51f602329b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_a6fad7baa6494f52a7b988ff2f0ecaf8~mv2.png,Promotion
#3318 | West Third Street,2 Bed • 2.5 Bath,Available Now,"Incredibly spacious multi-level apartment, in an awesome Southie location!",0,0,"$1,695.00",South Boston,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUpWIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ea4c938f5fa39ee232e2a8c7aa2570114fba9369/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/54W61757f6050b91.jpg,Promotion
#1947 | Strathmore Road,3 Bed • 1 Bath,Available Now,This beautiful apartment features spacious bedrooms and a cozy living room with fireplace detail!,1,1,"$1,195.00",Brighton,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1lEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d1611da91cfc99bb5e8ec097804b08c86d32f295/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_af46f64ca3a5497f87730e8978f99dba~mv2.png,Promotion
#4948 | Montfern Avenue,4 Bed • 1 Bath,Available Now,"A great bang for buck in the lovely Oak Square Brighton neighborhood. Close to restaurants, far from college students!",1,2,$820.00,Brighton,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0FPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5988e3d8ef70f787476340db951e80d3ca17f5da/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/d0f73d_fe825d444fa34d369407f474a0eef58d~mv2.jpg,
#6822 | Central Street,4 Bed • 1 Bath,Available Now,"Located in between Highland Ave and Broadway, this Somerville apartment gives you a great location for a great price",1,2,$920.00,Somerville,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzBOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ee2f6243ef2d0573b3f4fdcf3c4bda3c2c232edc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_fc859d213b574490b007c0ef018a7301~mv2.png,
